id,name,pop,german hip hop,dance pop,pop urbaine,french hip hop,latin,reggaeton,trap latino,rap,hip hop
77puYb4Nubacm3PAzkY1UQ,Julian Sommer,0,0,0,0,0,0,0,0,0,0
4NYMUsIcUUsBHbV9DICa5x,Nate Smith,0,0,0,0,0,0,0,0,0,0
3K2Srho6NCF3o9MswGR76H,Bakar,0,0,0,0,0,0,0,0,0,0
4PUr4W5mWlzMkyVpSiX2ZN,Makar,0,0,0,0,0,0,0,0,0,0
4Gr4Wo60IdAOBJLYgRZytK,Edu García,0,0,0,0,0,0,0,0,0,0
0s4kXsjYeH0S1xRyVGN4NO,FLO,1,0,0,0,0,0,0,0,0,0
4ZfEELHfyKd4odAb6YfDFw,White Noise for Babies,0,0,0,0,0,0,0,0,0,0
3qsKSpcV3ncke3hw52JSMB,Young Miko,0,0,0,0,0,0,0,1,0,0
3XZewrXpRQqqCMuUMAIhvN,Domiziana,0,0,0,0,0,0,0,0,0,0
1HLQrKy2EhoJdADW105gfR,ALCATRAZ,0,0,0,0,0,0,0,0,0,0
3pTZ5sCcE1o2O9sWn5yQMg,Hydro,0,0,0,0,0,0,0,0,0,0
41BZwHjzWGfT4wsOP3yZOz,Phontana,0,0,0,0,0,0,0,0,0,0
6AyATGg7mDgBlZ4N5uNog0,SYML,1,0,0,0,0,0,0,0,0,0
4dEayBlrVBjaQOktGkmWki,Switch Disco,0,0,0,0,0,0,0,0,0,0
4W12lEvVl5wectUtRNrvDh,White Noise Baby Sleep,0,0,0,0,0,0,0,0,0,0
1S82w4yw9TYIHZ889mPPaW,Kanii,0,0,0,0,0,0,0,0,0,0
5Ppie0uPnbnvGBYRwYmlt0,Megan Moroney,0,0,0,0,0,0,0,0,0,0
13ZEDW6vyBF12HYcZRr4EV,Tyler Childers,0,0,0,0,0,0,0,0,0,0
7ur9WUsgFMxnJAKojdVBeg,LLUISA,0,0,0,0,0,0,0,0,0,0
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,0,0,0,0,0,0,0,0,0,0
3Fl31gc0mEUC2H0JWL1vic,Paula Hartmann,0,1,0,0,0,0,0,0,0,0
1oSPZhvZMIrWW5I41kPkkY,Jimin,0,0,0,0,0,0,0,0,0,0
1DzHYzxnMTpElJgNoq1bEH,GIO,0,0,0,0,0,0,0,0,0,0
2EXpthNgSeTDeX8nGwxppp,Paris Paloma,0,0,0,0,0,0,0,0,0,0
6zcWVbyNT0z94MBffsTJGP,KAMRAD,0,0,0,0,0,0,0,0,0,0
5TP8Ubo4jLKEi4Mw2O8fAk,BM,0,0,0,0,0,0,0,0,0,0
5v3JgLiZtNnw6ablRjjNKK,Stefy De Cicco,0,0,0,0,0,0,0,0,0,0
2sSVegHvvHIOT1gVsqw8EW,Andrea Zelletta,0,0,0,0,0,0,0,0,0,0
5c0lDrNyT2RnFhujZpPIas,Victor Thompson,0,0,0,0,0,0,0,0,0,0
6QdzKE9cMAEFZj1pYcxpsf,Ehis 'D' Greatest,0,0,0,0,0,0,0,0,0,0
