iso3,date,life_expectancy,fertility
MLI,2007,53.553,6.719
MLI,2008,54.193,6.67
MLI,2009,54.756,6.612
MLI,2010,55.251,6.547
MLI,2011,55.701,6.474
MLI,2012,56.135,6.396
MLI,2013,56.578,6.315
MLI,2014,57.036,6.231
MLI,2015,57.509,6.145
MLI,2016,57.987,6.057
MLI,2017,58.452,5.968
MLI,2018,58.893,5.877
MLI,2019,59.306,5.785
MLI,2020,59.692,5.693
MLT,2000,78.3487804878049,1.68
MLT,2001,78.8439024390244,1.48
MLT,2002,78.7390243902439,1.45
MLT,2003,78.5463414634146,1.48
MLT,2004,79.2536585365854,1.4
MLT,2005,79.3,1.38
MLT,2006,79.4390243902439,1.36
MLT,2007,79.7926829268293,1.35
MLT,2008,79.6365853658537,1.43
MLT,2009,80.2414634146342,1.42
MLT,2010,81.3975609756098,1.36
MLT,2011,80.7463414634146,1.45
MLT,2012,80.7463414634146,1.42
MLT,2013,81.7463414634146,1.36
MLT,2014,82.0463414634146,1.38
MLT,2015,81.8975609756097,1.37
MLT,2016,82.4536585365854,1.37
MLT,2017,82.3463414634146,1.26
MLT,2018,82.4487804878049,1.23
MLT,2019,82.8585365853659,1.14
MLT,2020,82.6536585365854,1.13
MMR,2000,60.063,2.878
MMR,2001,60.377,2.845
MMR,2002,60.685,2.807
MMR,2003,60.989,2.763
MMR,2004,61.294,2.713
MMR,2005,61.607,2.657
MMR,2006,61.938,2.596
MMR,2007,62.294,2.533
MMR,2008,62.678,2.471
MMR,2009,63.089,2.412
MMR,2010,63.525,2.359
MMR,2011,63.983,2.312
MMR,2012,64.453,2.274
MMR,2013,64.921,2.242
MMR,2014,65.378,2.217
MMR,2015,65.81,2.198
MMR,2016,66.205,2.182
MMR,2017,66.558,2.168
MMR,2018,66.867,2.154
MMR,2019,67.134,2.138
MMR,2020,67.363,2.121
MNE,2000,73.1820731707317,1.875
MNE,2001,73.187512195122,1.865
MNE,2002,73.2372682926829,1.858
MNE,2003,73.3185365853659,1.852
MNE,2005,73.9829268292683,1.69
MNE,2006,73.8390243902439,1.73
MNE,2007,74.3390243902439,1.8
MNE,2008,75.1365853658537,1.89
MNE,2009,75.1439024390244,1.98
MNE,2010,75.990243902439,1.7
MNE,2011,75.9829268292683,1.65
MNE,2012,76.2,1.72
MNE,2013,76.490243902439,1.73
MNE,2014,76.4414634146341,1.75
MNE,2015,76.4487804878049,1.74
MNE,2016,76.4414634146341,1.79
MNE,2017,76.4853658536585,1.78
MNE,2018,76.8414634146342,1.76
MNE,2019,76.6829268292683,1.77
MNE,2020,75.9317073170732,1.75
MNG,2000,62.869,2.141
MNG,2001,63.319,2.095
MNG,2002,63.777,2.078
MNG,2004,64.671,2.121
MNG,2005,65.103,2.177
MNG,2006,65.538,2.253
MNG,2007,65.985,2.343
MNG,2008,66.447,2.441
MNG,2009,66.916,2.541
MNG,2010,67.38,2.637
MNG,2011,67.818,2.722
MNG,2012,68.217,2.794
MNG,2013,68.566,2.852
MNG,2014,68.863,2.894
MNG,2015,69.111,2.918
MNG,2016,69.321,2.923
MNG,2017,69.509,2.914
MNG,2018,69.689,2.895
MNG,2019,69.87,2.867
MNG,2020,70.056,2.834
MNP,2000,,
MNP,2001,,
MNP,2002,,
MNP,2003,,
MNP,2004,,
MNP,2005,,
MNP,2006,,
MNP,2007,,
MNP,2008,,
MNP,2009,,
MNP,2010,,
MNP,2011,,
MNP,2012,,
MNP,2013,,
MNP,2014,,
MNP,2015,,
MNP,2016,,
MNP,2017,,
MNP,2018,,
MNP,2019,,
MNP,2020,,
MOZ,2000,48.946,5.826
MOZ,2001,49.295,5.813
MOZ,2002,49.61,5.794
MOZ,2003,49.889,5.768
MOZ,2004,50.143,5.733
MOZ,2005,50.387,5.688
MOZ,2006,50.641,5.634
MOZ,2007,50.934,5.576
MOZ,2008,51.292,5.515
MOZ,2009,51.738,5.454
MOZ,2010,52.31,5.392
MOZ,2011,53.043,5.329
MOZ,2012,53.931,5.264
MOZ,2013,54.949,5.198
MOZ,2014,56.062,5.131
MOZ,2015,57.206,5.062
MOZ,2016,58.309,4.992
MOZ,2017,59.309,4.922
MOZ,2018,60.163,4.852
MOZ,2019,60.854,4.783
MOZ,2020,61.387,4.713
MRT,2000,60.706,5.413
MRT,2001,60.788,5.369
MRT,2002,60.892,5.323
MRT,2003,61.018,5.277
MRT,2004,61.17,5.23
MRT,2005,61.349,5.184
MRT,2006,61.552,5.14
MRT,2007,61.776,5.098
MRT,2008,62.015,5.057
MRT,2009,62.266,5.019
MRT,2010,62.527,4.98
MRT,2011,62.799,4.939
MRT,2012,63.079,4.895
MRT,2013,63.366,4.847
MRT,2014,63.654,4.794
MRT,2015,63.936,4.738
MRT,2016,64.208,4.679
MRT,2017,64.464,4.619
MRT,2018,64.704,4.561
MRT,2019,64.925,4.503
MRT,2020,65.129,4.449
MUS,2000,71.6634146341463,1.99
MUS,2001,71.7658536585366,1.91
MUS,2002,71.9658536585366,1.94
MUS,2003,72.1170731707317,1.87
MUS,2004,72.2658536585366,1.92
MUS,2005,72.4321951219512,1.88
MUS,2006,72.4321951219512,1.77
MUS,2007,72.5707317073171,1.74
MUS,2008,72.5707317073171,1.67
MUS,2009,72.8824390243903,1.59
MUS,2010,72.9673170731707,1.57
MUS,2011,73.2668292682927,1.55
MUS,2012,73.8634146341464,1.54
MUS,2013,74.0170731707317,1.44
MUS,2014,74.1943902439024,1.43
MUS,2015,74.3531707317073,1.36
MUS,2016,74.3948780487805,1.4
MUS,2017,74.5146341463415,1.44
MUS,2018,74.4163414634146,1.41
MUS,2019,74.2358536585366,1.4
MUS,2020,74.1770731707317,1.44
MWI,2000,45.09,6.098
MWI,2001,45.204,6.065
MWI,2002,45.517,6.033
MWI,2003,46.052,6.0
MWI,2004,46.823,5.963
MWI,2005,47.844,5.914
MWI,2006,49.118,5.844
MWI,2007,50.595,5.751
MWI,2008,52.206,5.632
MWI,2009,53.888,5.491
MWI,2010,55.564,5.332
MWI,2011,57.161,5.161
MWI,2012,58.629,4.988
MWI,2013,59.931,4.821
MWI,2014,61.042,4.666
MWI,2015,61.953,4.527
MWI,2016,62.681,4.407
MWI,2017,63.279,4.302
MWI,2018,63.798,4.209
MWI,2019,64.263,4.127
MWI,2020,64.694,4.055
MYS,2000,72.594,2.784
MYS,2001,72.782,2.657
MYS,2002,72.976,2.539
MYS,2003,73.17,2.438
MYS,2004,73.364,2.355
MYS,2005,73.555,2.293
MYS,2006,73.744,2.249
MYS,2007,73.931,2.217
MYS,2008,74.118,2.191
MYS,2009,74.305,2.169
MYS,2010,74.493,2.149
MYS,2012,74.877,2.11
MYS,2013,75.072,2.092
MYS,2014,75.268,2.074
MYS,2015,75.461,2.056
MYS,2016,75.649,2.037
MYS,2017,75.828,2.019
MYS,2018,75.997,2.001
MYS,2019,76.156,1.983
MYS,2020,76.306,1.965
NAM,2000,52.192,3.88
NAM,2001,51.399,3.763
NAM,2002,50.862,3.67
NAM,2003,50.589,3.604
NAM,2004,50.6,3.565
NAM,2005,50.931,3.552
NAM,2006,51.609,3.56
NAM,2007,52.593,3.579
NAM,2008,53.817,3.601
NAM,2009,55.207,3.62
NAM,2010,56.665,3.631
NAM,2011,58.085,3.632
NAM,2012,59.387,3.623
NAM,2013,60.513,3.604
NAM,2014,61.425,3.577
NAM,2015,62.119,3.54
NAM,2016,62.625,3.496
NAM,2017,63.021,3.447
NAM,2018,63.373,3.396
NAM,2019,63.708,3.344
NAM,2020,64.045,3.293
NCL,2000,75.1634146341463,2.59
NCL,2001,74.8317073170732,2.43
NCL,2002,75.1024390243903,2.33
NCL,2003,75.2707317073171,2.27
NCL,2004,75.4707317073171,2.18
NCL,2005,75.7219512195122,2.2
NCL,2006,76.0756097560976,2.29
NCL,2007,76.4780487804878,2.2
NCL,2008,76.6804878048781,2.2
NCL,2009,76.9804878048781,2.2
NCL,2010,77.2804878048781,2.2
NCL,2012,77.0780487804878,2.28
NCL,2013,77.1780487804878,2.19
NCL,2014,77.2365853658537,2.17
NCL,2015,77.2804878048781,2.06
NCL,2016,76.9317073170732,2.08
NCL,2017,77.5390243902439,1.97
NCL,2018,77.4341463414634,1.97
NCL,2019,77.6341463414634,1.94
NCL,2020,77.7711707317073,1.923
NER,2000,49.928,7.679
NER,2001,50.584,7.669
NER,2002,51.256,7.658
NER,2003,51.95,7.645
NER,2004,52.668,7.63
NER,2005,53.411,7.612
NER,2006,54.18,7.592
NER,2007,54.968,7.569
NER,2008,55.764,7.542
NER,2009,56.557,7.511
NER,2010,57.333,7.473
NER,2011,58.081,7.429
NER,2012,58.79,7.376
NER,2013,59.455,7.314
NER,2014,60.07,7.245
NER,2015,60.631,7.169
NER,2016,61.137,7.087
NER,2017,61.599,7.001
NER,2018,62.024,6.913
NER,2019,62.42,6.824
NER,2020,62.792,6.735
NGA,2000,46.267,6.106
NGA,2001,46.51,6.083
NGA,2002,46.835,6.06
NGA,2003,47.242,6.036
NGA,2004,47.72,6.011
NGA,2005,48.252,5.985
NGA,2006,48.812,5.958
NGA,2007,49.373,5.93
NGA,2008,49.913,5.902
NGA,2009,50.422,5.872
NGA,2010,50.896,5.839
NGA,2011,51.346,5.802
NGA,2012,51.786,5.758
NGA,2014,52.672,5.653
NGA,2015,53.112,5.592
NGA,2016,53.541,5.526
NGA,2017,53.95,5.457
NGA,2018,54.332,5.387
NGA,2019,54.687,5.317
NGA,2020,55.018,5.248
NIC,2000,69.527,3.111
NIC,2001,69.934,3.019
NIC,2002,70.308,2.941
NIC,2003,70.64,2.874
NIC,2004,70.933,2.816
NIC,2005,71.195,2.767
NIC,2006,71.436,2.725
NIC,2007,71.673,2.689
NIC,2008,71.915,2.657
NIC,2009,72.167,2.628
NIC,2010,72.428,2.601
NIC,2011,72.692,2.575
NIC,2012,72.951,2.55
NIC,2013,73.197,2.526
NIC,2014,73.429,2.503
NIC,2015,73.649,2.48
NIC,2016,73.86,2.455
NIC,2017,74.068,2.43
NIC,2018,74.275,2.404
NIC,2019,74.485,2.377
NIC,2020,74.697,2.349
NLD,2000,77.9878048780488,1.72
NLD,2001,78.190243902439,1.71
NLD,2002,78.2926829268293,1.73
NLD,2003,78.4926829268293,1.75
NLD,2004,79.0951219512195,1.72
NLD,2005,79.3463414634146,1.71
NLD,2006,79.6975609756098,1.72
NLD,2007,80.0975609756098,1.72
NLD,2008,80.2512195121951,1.77
NLD,2009,80.5487804878049,1.79
NLD,2010,80.7024390243902,1.79
NLD,2011,81.2048780487805,1.76
NLD,2012,81.1048780487805,1.72
NLD,2013,81.3048780487805,1.68
NLD,2014,81.7073170731707,1.71
NLD,2015,81.509756097561,1.66
NLD,2016,81.5609756097561,1.66
NLD,2017,81.7609756097561,1.62
NLD,2018,81.8121951219512,1.59
NLD,2019,82.1121951219512,1.57
NLD,2020,81.409756097561,1.55
NOR,2000,78.6341463414634,1.85
NOR,2001,78.7853658536585,1.78
NOR,2002,78.9878048780488,1.75
NOR,2003,79.390243902439,1.8
NOR,2004,79.8414634146342,1.83
NOR,2005,80.0414634146342,1.84
NOR,2006,80.3439024390244,1.9
NOR,2007,80.3951219512195,1.9
NOR,2008,80.5926829268293,1.96
NOR,2009,80.7951219512195,1.98
NOR,2010,80.9975609756098,1.95
NOR,2011,81.2951219512195,1.88
NOR,2012,81.4512195121951,1.85
NOR,2013,81.7512195121951,1.78
NOR,2014,82.1,1.75
NOR,2015,82.3048780487805,1.72
NOR,2016,82.4073170731707,1.71
NOR,2017,82.609756097561,1.62
NOR,2018,82.7585365853659,1.56
NOR,2019,82.9585365853659,1.53
NOR,2020,83.209756097561,1.48
NPL,2000,62.288,3.955
NPL,2001,62.945,3.772
NPL,2002,63.57,3.593
NPL,2003,64.165,3.422
NPL,2004,64.729,3.263
NPL,2005,65.264,3.118
NPL,2006,65.773,2.986
NPL,2007,66.26,2.865
NPL,2008,66.727,2.751
NPL,2009,67.178,2.644
NPL,2010,67.611,2.542
NPL,2011,68.028,2.444
NPL,2012,68.426,2.351
NPL,2013,68.806,2.261
NPL,2014,69.168,2.176
NPL,2015,69.515,2.098
NPL,2016,69.848,2.027
NPL,2017,70.169,1.967
NPL,2018,70.478,1.917
NPL,2019,70.778,1.876
NPL,2020,71.067,1.845
NRU,2000,,
NRU,2001,,
NRU,2002,,
NRU,2003,,
NRU,2004,,
NRU,2005,,
NRU,2006,,
NRU,2007,,
NRU,2008,,
NRU,2009,,
NRU,2010,,
NRU,2011,,
NRU,2012,,
NRU,2013,,
NRU,2014,,
NRU,2015,,
NRU,2016,,
NRU,2017,,
NRU,2018,,
NRU,2019,,
NRU,2020,,
NZL,2000,78.6365853658537,1.98
NZL,2001,78.6926829268293,1.97
NZL,2002,78.8463414634146,1.89
NZL,2003,79.1463414634146,1.93
NZL,2004,79.5487804878049,1.98
NZL,2005,79.8512195121951,1.97
NZL,2006,80.0487804878049,2.01
NZL,2007,80.1512195121951,2.18
NZL,2008,80.3512195121951,2.19
NZL,2009,80.7024390243902,2.13
NZL,2010,80.7024390243902,2.17
NZL,2011,80.9048780487805,2.09
NZL,2012,81.1560975609756,2.1
NZL,2013,81.4073170731707,2.01
NZL,2014,81.4048780487805,1.92
NZL,2015,81.4568292682927,1.99
NZL,2016,81.6124390243903,1.87
NZL,2017,81.6585365853659,1.81
NZL,2018,81.8585365853659,1.71
NZL,2019,81.7073170731707,1.72
NZL,2020,82.0560975609756,1.61
OMN,2000,72.126,3.716
OMN,2001,72.58,3.484
OMN,2002,73.022,3.293
OMN,2003,73.447,3.142
OMN,2004,73.851,3.029
OMN,2005,74.23,2.951
OMN,2006,74.577,2.904
OMN,2007,74.893,2.879
OMN,2008,75.179,2.869
OMN,2009,75.44,2.868
OMN,2010,75.682,2.873
OMN,2011,75.916,2.882
OMN,2012,76.149,2.896
OMN,2013,76.388,2.913
OMN,2014,76.634,2.93
OMN,2015,76.887,2.939
OMN,2016,77.142,2.937
OMN,2017,77.393,2.92
OMN,2018,77.633,2.888
OMN,2019,77.861,2.842
OMN,2020,78.078,2.783
PAK,2000,62.82,5.037
PAK,2001,63.066,4.904
PAK,2002,63.3,4.774
PAK,2003,63.522,4.648
PAK,2004,63.736,4.528
PAK,2005,63.951,4.416
PAK,2006,64.176,4.31
PAK,2007,64.42,4.211
PAK,2008,64.685,4.118
PAK,2009,64.969,4.031
PAK,2010,65.264,3.951
PAK,2011,65.562,3.88
PAK,2012,65.849,3.816
PAK,2013,66.117,3.759
PAK,2014,66.36,3.708
PAK,2015,66.577,3.66
PAK,2016,66.77,3.612
PAK,2017,66.947,3.562
PAK,2018,67.114,3.51
PAK,2019,67.273,3.454
PAK,2020,67.428,3.394
PAN,2000,75.06,2.744
PAN,2001,75.233,2.72
PAN,2002,75.401,2.698
PAN,2003,75.565,2.679
PAN,2004,75.728,2.663
PAN,2005,75.892,2.651
PAN,2006,76.06,2.643
PAN,2007,76.234,2.637
PAN,2008,76.414,2.632
PAN,2009,76.6,2.628
PAN,2010,76.792,2.622
PAN,2011,76.989,2.613
PAN,2012,77.188,2.601
PAN,2013,77.386,2.584
PAN,2014,77.583,2.564
PAN,2015,77.776,2.54
PAN,2016,77.964,2.514
PAN,2017,78.149,2.487
PAN,2018,78.329,2.461
PAN,2019,78.506,2.437
PAN,2020,78.68,2.415
PER,2000,71.111,2.845
PER,2001,71.505,2.789
PER,2002,71.882,2.749
PER,2003,72.24,2.723
PER,2004,72.581,2.706
PER,2005,72.908,2.695
PER,2006,73.222,2.682
PER,2007,73.528,2.662
PER,2008,73.826,2.633
PER,2009,74.12,2.594
PER,2010,74.41,2.546
PER,2011,74.697,2.493
PER,2012,74.981,2.441
PER,2013,75.258,2.394
PER,2014,75.529,2.355
PER,2015,75.792,2.323
PER,2016,76.044,2.297
PER,2017,76.286,2.275
PER,2018,76.516,2.254
PER,2019,76.736,2.233
PER,2020,76.947,2.212
PHL,2000,68.793,3.811
PHL,2001,68.835,3.766
PHL,2002,68.88,3.712
PHL,2003,68.937,3.65
PHL,2004,69.013,3.579
PHL,2005,69.112,3.504
PHL,2006,69.233,3.429
PHL,2007,69.37,3.359
PHL,2008,69.515,3.294
PHL,2009,69.667,3.236
PHL,2010,69.823,3.18
PHL,2011,69.984,3.121
PHL,2012,70.149,3.055
PHL,2013,70.315,2.979
PHL,2014,70.481,2.894
PHL,2015,70.644,2.805
PHL,2016,70.802,2.718
PHL,2017,70.952,2.64
PHL,2018,71.095,2.576
PHL,2019,71.231,2.526
PHL,2020,71.36,2.49
PLW,2000,70.4936585365854,1.83
PLW,2001,,
PLW,2002,,
PLW,2003,,
PLW,2004,,
PLW,2005,69.1292682926829,2.02
PLW,2006,,
PLW,2007,,
PLW,2008,,
PLW,2009,,
PLW,2010,,
PLW,2011,,
PLW,2012,,2.23
PLW,2013,,
PLW,2014,,
PLW,2015,,2.21
PLW,2016,,
PLW,2017,,
PLW,2018,,
PLW,2019,,
PLW,2020,,
PNG,2000,59.265,4.525
PNG,2001,59.487,4.475
PNG,2002,59.722,4.422
PNG,2003,59.974,4.368
PNG,2004,60.245,4.315
PNG,2005,60.534,4.263
PNG,2006,60.836,4.21
PNG,2007,61.141,4.156
PNG,2008,61.442,4.101
PNG,2009,61.739,4.043
PNG,2010,62.029,3.985
PNG,2011,62.316,3.926
PNG,2012,62.604,3.869
PNG,2013,62.892,3.812
PNG,2014,63.181,3.758
PNG,2015,63.466,3.707
PNG,2016,63.744,3.657
PNG,2017,64.01,3.61
PNG,2018,64.263,3.564
PNG,2019,64.501,3.52
PNG,2020,64.725,3.477
POL,2000,73.7487804878049,1.37
POL,2001,74.2,1.31
POL,2002,74.4975609756098,1.25
POL,2003,74.5975609756098,1.22
POL,2004,74.8463414634146,1.23
POL,2005,74.9951219512195,1.24
POL,2006,75.1439024390244,1.27
POL,2007,75.2439024390244,1.31
POL,2008,75.5439024390244,1.39
POL,2009,75.6951219512195,1.4
POL,2010,76.2463414634146,1.41
POL,2011,76.6951219512195,1.33
POL,2012,76.7463414634146,1.33
POL,2013,77.0,1.29
POL,2014,77.6024390243903,1.32
POL,2015,77.4512195121951,1.32
POL,2016,77.8512195121951,1.39
POL,2017,77.7536585365854,1.48
POL,2018,77.6024390243903,1.46
POL,2019,77.9048780487805,1.44
POL,2020,76.6,1.38
PRI,2000,76.6892682926829,2.0485
PRI,2001,77.0668292682927,1.9346
PRI,2002,77.7604878048781,1.8317
PRI,2003,78.0712195121951,1.7624
PRI,2004,78.1758536585366,1.7822
PRI,2005,78.2960975609756,1.7702
PRI,2006,78.4163414634146,1.7123
PRI,2007,78.4258536585366,1.6505
PRI,2008,77.9629268292683,1.6516
PRI,2009,78.191,1.6528
PRI,2010,78.4190975609756,1.6235
PRI,2011,78.6406585365854,1.5965
PRI,2012,78.8475853658537,1.5425
PRI,2013,79.0343414634146,1.47
PRI,2014,79.2024634146342,1.432
PRI,2015,79.353487804878,1.3365
PRI,2016,79.4949756097561,1.2425
PRI,2017,79.6345365853659,1.101
PRI,2018,79.7781951219512,1.035
PRI,2019,79.928512195122,0.982
PRI,2020,80.0874634146342,0.9
PRK,2000,65.268,1.991
PRK,2001,66.087,1.988
PRK,2002,66.925,1.988
PRK,2003,67.615,1.986
PRK,2004,68.102,1.982
PRK,2006,68.54,1.966
PRK,2007,68.675,1.957
PRK,2008,68.884,1.949
PRK,2009,69.185,1.943
PRK,2010,69.571,1.938
PRK,2011,70.012,1.934
PRK,2012,70.454,1.931
PRK,2013,70.853,1.929
PRK,2014,71.198,1.926
PRK,2015,71.481,1.922
PRK,2016,71.711,1.917
PRK,2017,71.91,1.911
PRK,2018,72.095,1.904
PRK,2019,72.274,1.896
PRK,2020,72.453,1.887
PRT,2000,76.3146341463415,1.55
PRT,2001,76.8146341463415,1.45
PRT,2002,77.0658536585366,1.46
PRT,2003,77.219512195122,1.44
PRT,2004,77.6707317073171,1.4
PRT,2005,78.0707317073171,1.41
PRT,2006,78.419512195122,1.37
PRT,2007,78.3219512195122,1.35
PRT,2008,78.5243902439025,1.39
PRT,2009,78.7268292682927,1.34
PRT,2010,79.0268292682927,1.39
PRT,2011,80.4707317073171,1.35
PRT,2012,80.3731707317073,1.28
PRT,2013,80.7219512195122,1.21
PRT,2014,81.1219512195122,1.23
PRT,2015,81.1243902439025,1.31
PRT,2016,81.1243902439025,1.36
PRT,2017,81.4243902439025,1.38
PRT,2018,81.3243902439024,1.42
PRT,2019,81.6756097560976,1.43
PRT,2020,80.9756097560976,1.4
PRY,2000,70.546,3.553
PRY,2001,70.786,3.431
PRY,2002,71.023,3.315
PRY,2003,71.249,3.21
PRY,2004,71.464,3.119
PRY,2005,71.667,3.04
PRY,2006,71.862,2.97
PRY,2007,72.055,2.907
PRY,2008,72.251,2.846
PRY,2009,72.45,2.787
PRY,2010,72.653,2.73
PRY,2011,72.86,2.675
PRY,2012,73.068,2.625
PRY,2013,73.274,2.581
PRY,2014,73.473,2.542
PRY,2015,73.662,2.508
PRY,2016,73.836,2.479
PRY,2017,73.992,2.453
PRY,2018,74.131,2.429
PRY,2019,74.254,2.405
PRY,2020,74.363,2.383
PSE,2000,71.022,5.383
PSE,2001,71.239,5.231
PSE,2002,71.447,5.094
PSE,2003,71.648,4.973
PSE,2004,71.842,4.867
PSE,2005,72.028,4.776
PSE,2006,72.203,4.699
PSE,2007,72.366,4.631
PSE,2008,72.517,4.567
PSE,2009,72.656,4.504
PSE,2010,72.788,4.437
PSE,2011,72.915,4.36
PSE,2012,73.041,4.272
PSE,2013,73.17,4.174
PSE,2014,73.303,4.067
PSE,2015,73.442,3.955
PSE,2016,73.589,3.844
PSE,2017,73.74,3.738
PSE,2018,73.895,3.643
PSE,2019,74.053,3.56
PSE,2020,74.213,3.489
PYF,2000,72.303,2.463
PYF,2001,72.658,2.415
PYF,2002,73.017,2.371
PYF,2003,73.382,2.331
PYF,2004,73.751,2.291
PYF,2005,74.116,2.254
PYF,2006,74.466,2.217
PYF,2007,74.793,2.183
PYF,2008,75.092,2.151
PYF,2009,75.363,2.121
PYF,2010,75.611,2.095
PYF,2011,75.844,2.07
PYF,2012,76.074,2.048
PYF,2013,76.307,2.027
PYF,2014,76.546,2.008
PYF,2015,76.787,1.99
PYF,2016,77.024,1.973
PYF,2017,77.251,1.956
PYF,2018,77.462,1.941
PYF,2019,77.657,1.927
PYF,2020,77.836,1.913
QAT,2000,77.467,3.236
QAT,2001,77.612,3.124
QAT,2002,77.762,2.996
QAT,2003,77.919,2.858
QAT,2004,78.083,2.713
QAT,2005,78.252,2.569
QAT,2006,78.425,2.433
QAT,2007,78.601,2.312
QAT,2008,78.775,2.211
QAT,2009,78.945,2.13
QAT,2010,79.108,2.07
QAT,2011,79.26,2.027
QAT,2012,79.399,1.997
QAT,2013,79.527,1.972
QAT,2014,79.646,1.95
QAT,2015,79.758,1.929
QAT,2016,79.868,1.907
QAT,2017,79.981,1.886
QAT,2018,80.1,1.866
QAT,2019,80.227,1.846
QAT,2020,80.363,1.827
ROU,2000,71.1634146341463,1.31
ROU,2001,71.1609756097561,1.27
ROU,2002,71.009756097561,1.27
ROU,2003,71.309756097561,1.3
ROU,2004,71.5609756097561,1.33
ROU,2005,71.9121951219512,1.4
ROU,2006,72.1634146341463,1.42
ROU,2007,72.5658536585366,1.45
ROU,2008,72.5658536585366,1.6
ROU,2009,73.309756097561,1.66
ROU,2010,73.4585365853659,1.59
ROU,2011,74.409756097561,1.47
ROU,2012,74.4121951219512,1.52
ROU,2013,75.0634146341463,1.46
ROU,2014,74.909756097561,1.56
ROU,2015,74.9121951219512,1.62
ROU,2016,75.209756097561,1.69
ROU,2017,75.309756097561,1.71
ROU,2018,75.3585365853659,1.76
ROU,2019,75.6073170731707,1.77
ROU,2020,74.3536585365854,1.6
RUS,2000,65.4836585365854,1.195
RUS,2001,65.3834146341463,1.223
RUS,2002,65.1287804878049,1.286
RUS,2003,65.0275609756098,1.319
RUS,2004,65.4709756097561,1.344
RUS,2005,65.529756097561,1.294
RUS,2006,66.7275609756098,1.305
RUS,2007,67.5868292682927,1.416
RUS,2008,67.9492682926829,1.502
RUS,2009,68.6846341463415,1.542
RUS,2010,68.8412195121951,1.567
RUS,2011,69.6839024390244,1.582
RUS,2012,70.0721951219512,1.691
RUS,2013,70.5787804878049,1.707
RUS,2014,70.7436585365854,1.75
RUS,2015,71.1834146341463,1.777
RUS,2016,71.6512195121951,1.762
RUS,2017,72.4514634146342,1.621
RUS,2018,72.6621951219512,1.579
RUS,2019,73.0839024390244,1.504
RUS,2020,71.3387804878049,1.505
RWA,2000,48.649,5.64
RWA,2001,49.936,5.542
RWA,2002,50.987,5.443
RWA,2003,52.178,5.342
RWA,2004,53.595,5.239
RWA,2005,55.254,5.131
RWA,2006,57.083,5.015
RWA,2007,58.915,4.893
RWA,2008,60.612,4.767
RWA,2009,62.129,4.641
RWA,2010,63.433,4.52
RWA,2011,64.523,4.412
RWA,2012,65.438,4.322
RWA,2013,66.219,4.251
RWA,2014,66.884,4.197
RWA,2015,67.45,4.157
RWA,2016,67.93,4.123
RWA,2017,68.341,4.088
RWA,2018,68.7,4.044
RWA,2019,69.024,3.99
RWA,2020,69.329,3.926
SAU,2000,72.561,3.971
SAU,2001,72.759,3.83
SAU,2002,72.92,3.708
SAU,2003,73.051,3.601
SAU,2004,73.159,3.505
SAU,2005,73.256,3.417
SAU,2006,73.355,3.331
SAU,2007,73.467,3.246
SAU,2008,73.598,3.158
SAU,2009,73.75,3.066
SAU,2010,73.917,2.97
SAU,2011,74.089,2.871
SAU,2012,74.254,2.773
SAU,2013,74.402,2.678
SAU,2014,74.533,2.589
SAU,2015,74.651,2.507
SAU,2016,74.761,2.435
SAU,2017,74.874,2.373
SAU,2018,74.998,2.319
SAU,2019,75.133,2.275
SAU,2020,75.28,2.238
SDN,2000,58.472,5.471
SDN,2001,58.859,5.402
SDN,2002,59.258,5.334
SDN,2003,59.67,5.268
SDN,2004,60.092,5.204
SDN,2005,60.525,5.143
SDN,2006,60.969,5.085
SDN,2007,61.422,5.03
SDN,2008,61.879,4.977
SDN,2009,62.33,4.926
SDN,2010,62.764,4.876
SDN,2011,63.171,4.824
SDN,2012,63.542,4.771
SDN,2013,63.875,4.715
SDN,2014,64.169,4.656
SDN,2015,64.429,4.594
SDN,2016,64.663,4.532
SDN,2017,64.881,4.469
SDN,2018,65.095,4.407
SDN,2019,65.311,4.347
SDN,2020,65.53,4.289
SEN,2000,57.787,5.448
SEN,2001,58.177,5.365
SEN,2002,58.675,5.292
SEN,2003,59.259,5.232
SEN,2004,59.912,5.185
SEN,2005,60.62,5.149
SEN,2006,61.365,5.124
SEN,2007,62.126,5.107
SEN,2008,62.88,5.094
SEN,2009,63.607,5.081
SEN,2010,64.284,5.064
SEN,2011,64.898,5.039
SEN,2012,65.448,5.005
SEN,2013,65.939,4.96
SEN,2014,66.37,4.905
SEN,2015,66.747,4.841
SEN,2016,67.078,4.77
SEN,2017,67.38,4.697
SEN,2018,67.665,4.625
SEN,2019,67.941,4.556
SEN,2020,68.213,4.491
SGP,2000,77.9512195121951,1.6
SGP,2001,78.2512195121951,1.41
SGP,2002,78.5512195121951,1.37
SGP,2003,79.0390243902439,1.27
SGP,2004,79.490243902439,1.26
SGP,2005,79.990243902439,1.26
SGP,2006,80.1414634146341,1.28
SGP,2007,80.4414634146342,1.29
SGP,2008,80.790243902439,1.28
SGP,2009,81.2414634146342,1.22
SGP,2010,81.5414634146342,1.15
SGP,2011,81.7439024390244,1.2
SGP,2012,81.9951219512195,1.29
SGP,2013,82.2463414634147,1.19
SGP,2014,82.4951219512195,1.25
SGP,2015,82.7439024390244,1.24
SGP,2016,82.8463414634146,1.2
SGP,2017,83.0951219512195,1.16
SGP,2018,83.2975609756098,1.14
